speed_ego,speed_other,distance,relative_speed,lane_difference,weather,brake_event,collision_risk
109.48,41.98,98.58,67.5,1,0,0,0.204
31.76,70.75,87.83,38.99,0,0,0,0.237
119.02,23.96,31.05,95.06,0,1,0,0.606
40.94,110.48,51.78,69.54,1,0,0,0.24
21.18,101.86,24.62,80.68,0,1,0,0.625
119.74,92.58,52.42,27.16,1,0,0,0.133
48.11,80.98,68.97,32.88,1,0,1,0.332
86.8,77.98,10.38,8.82,0,1,1,0.987
37.67,119.67,87.27,82.0,0,1,0,0.434
78.02,47.8,60.19,30.22,0,1,0,0.34
110.4,97.97,98.98,12.44,0,0,0,0.166
52.02,78.14,4.51,26.12,0,1,0,1.0
87.03,117.59,83.49,30.56,0,0,1,0.418
38.79,102.78,79.61,63.99,0,1,0,0.397
82.48,119.85,15.02,37.37,0,1,0,0.68
53.65,78.83,34.86,25.19,0,2,0,0.556
41.12,40.45,88.71,0.67,0,0,1,0.341
51.32,70.37,52.81,19.05,0,0,0,0.213
37.88,91.11,41.33,53.23,0,0,1,0.516
110.19,97.44,90.74,12.76,0,1,0,0.258
59.72,20.05,11.15,39.67,1,1,0,0.725
44.53,70.5,48.37,25.97,0,0,0,0.236
64.84,43.52,65.93,21.32,0,0,1,0.406
52.05,107.49,61.64,55.44,1,1,0,0.3
94.44,35.29,27.9,59.15,0,1,0,0.54
117.12,86.65,57.2,30.48,0,0,0,0.236
63.8,46.61,71.44,17.2,0,2,0,0.388
106.1,55.65,59.32,50.45,1,0,1,0.384
76.59,114.06,69.08,37.47,0,2,0,0.444
35.72,44.04,27.1,8.32,0,0,0,0.245
89.06,29.5,83.62,59.56,0,0,0,0.29
71.34,26.93,46.07,44.41,0,0,0,0.285
85.06,70.46,98.75,14.6,0,1,0,0.257
108.97,84.17,4.28,24.8,0,0,0,0.825
64.04,52.73,39.27,11.31,0,0,0,0.215
110.12,89.03,19.69,21.09,1,2,0,0.66
95.07,26.1,56.45,68.96,0,1,0,0.444
68.86,105.73,25.83,36.87,0,0,1,0.523
80.32,101.66,74.27,21.33,1,0,0,0.1
52.56,118.55,88.42,65.99,1,0,1,0.404
118.36,113.65,22.67,4.71,1,0,0,0.16
86.74,55.62,17.75,31.12,0,0,1,0.564
24.38,59.93,87.79,35.54,0,0,0,0.228
52.66,94.6,37.4,41.93,1,1,0,0.337
82.33,33.41,44.59,48.92,0,0,0,0.299
25.63,51.4,23.66,25.77,1,0,0,0.206
22.39,31.85,43.68,9.47,0,2,0,0.459
65.0,65.49,24.67,0.49,0,1,0,0.424
53.27,75.2,67.26,21.93,0,0,0,0.206
63.83,41.12,50.89,22.71,0,0,0,0.224
46.27,22.66,79.23,23.61,0,1,0,0.296
36.47,91.94,32.65,55.46,0,1,0,0.497
88.91,22.0,51.55,66.91,0,1,0,0.45
71.46,117.34,27.43,45.88,0,0,1,0.538
40.02,42.16,93.58,2.15,1,0,1,0.242
51.96,86.39,53.15,34.43,0,1,0,0.365
79.18,63.48,19.0,15.71,0,0,0,0.314
27.22,25.97,28.73,1.26,0,1,0,0.389
34.75,67.22,10.12,32.47,0,0,0,0.496
27.32,71.68,4.73,44.35,0,1,0,1.0
101.23,105.47,53.54,4.24,0,0,0,0.175
95.24,93.23,35.04,2.01,0,0,0,0.202
95.33,27.93,96.45,67.4,1,0,1,0.404
91.63,40.92,18.79,50.72,0,1,0,0.63
86.94,51.19,79.8,35.75,0,0,0,0.233
67.7,31.64,32.97,36.06,0,0,0,0.293
84.23,65.69,23.91,18.54,0,0,1,0.487
23.84,118.43,97.02,94.59,0,2,0,0.544
82.15,71.46,80.65,10.69,0,0,0,0.17
97.79,94.19,63.8,3.6,0,0,1,0.363
70.04,88.29,70.32,18.26,1,0,1,0.295
55.75,104.99,99.16,49.24,1,1,1,0.443
47.74,41.57,60.13,6.17,0,2,1,0.587
84.28,95.38,11.99,11.1,0,0,0,0.397
89.28,108.14,8.36,18.86,1,2,0,1.0
107.1,37.15,67.33,69.95,1,1,0,0.327
54.23,54.68,66.44,0.45,1,1,0,0.155
96.98,117.01,75.32,20.03,0,1,0,0.292
76.14,98.08,12.66,21.94,1,1,1,0.817
108.28,48.26,94.6,60.02,1,1,1,0.473
72.78,76.39,56.01,3.61,0,0,0,0.17
71.76,60.43,65.66,11.33,1,1,1,0.383
77.79,69.0,5.42,8.79,1,0,0,0.568
94.93,55.52,96.18,39.41,0,1,0,0.321
116.47,47.93,57.13,68.54,1,0,0,0.232
27.36,87.48,57.21,60.12,1,0,0,0.21
25.34,97.85,94.47,72.51,1,1,0,0.305
113.76,107.4,93.08,6.36,1,0,1,0.253
72.99,35.53,23.59,37.45,0,1,0,0.528
81.49,102.29,93.25,20.8,0,2,0,0.363
68.24,45.48,74.19,22.76,0,0,1,0.403
29.37,62.73,3.85,33.37,1,0,1,1.0
96.81,110.14,25.5,13.34,0,1,0,0.447
94.72,65.45,42.47,29.27,0,1,0,0.384
51.17,39.71,59.12,11.46,0,0,0,0.187
50.62,35.99,70.73,14.64,0,1,0,0.284
103.78,67.3,22.6,36.49,0,1,1,0.738
27.24,96.27,84.0,69.03,1,0,1,0.414
108.11,119.72,84.88,11.61,0,1,0,0.261
45.67,98.74,64.23,53.07,0,1,1,0.59
79.3,107.7,92.27,28.4,0,0,0,0.209
113.6,94.78,81.67,18.82,0,2,1,0.574
87.81,109.54,23.72,21.73,0,0,0,0.296
61.44,27.63,80.27,33.81,1,1,0,0.221
88.95,112.99,95.41,24.04,0,0,0,0.196
54.4,59.64,15.49,5.24,0,0,1,0.525
47.73,112.16,97.91,64.44,0,0,0,0.296
119.67,27.57,4.45,92.1,1,0,1,1.0
95.08,91.52,53.17,3.55,0,1,1,0.488
84.47,93.57,77.84,9.1,0,0,0,0.167
55.53,119.69,79.46,64.16,0,0,1,0.504
24.92,96.89,74.0,71.97,0,2,0,0.52
23.11,58.26,53.88,35.15,0,0,0,0.252
75.42,75.72,65.79,0.31,0,1,1,0.456
96.2,56.66,70.59,39.55,0,0,0,0.248
73.74,39.6,50.46,34.14,0,0,1,0.453
104.08,44.85,60.38,59.23,0,1,0,0.412
23.34,42.2,84.94,18.86,1,1,0,0.179
56.68,74.88,32.66,18.21,1,0,1,0.349
43.71,110.62,53.27,66.91,0,1,0,0.446
64.73,111.27,2.83,46.55,0,0,1,1.0
27.24,25.48,69.37,1.76,0,1,0,0.254
115.41,27.99,21.15,87.42,0,1,0,0.685
42.33,44.51,49.14,2.19,0,0,0,0.175
112.23,45.51,22.6,66.72,0,2,0,0.812
62.59,29.49,4.31,33.1,0,2,1,1.0
118.55,58.85,49.36,59.71,0,0,0,0.319
75.41,78.77,43.63,3.37,0,0,0,0.187
113.08,77.82,43.66,35.27,0,1,1,0.595
20.53,74.34,22.46,53.81,1,1,1,0.683
94.82,53.87,94.83,40.96,1,0,1,0.339
110.31,90.65,2.34,19.66,0,0,0,1.0
33.97,102.65,89.37,68.68,1,1,1,0.499
29.61,54.63,74.22,25.01,0,0,0,0.209
62.46,28.55,18.86,33.9,1,0,0,0.261
113.37,49.63,48.27,63.73,1,0,0,0.23
74.24,33.74,98.91,40.5,0,0,0,0.236
72.75,66.74,65.08,6.01,0,0,1,0.368
34.11,35.59,14.48,1.48,0,0,1,0.53
20.08,66.28,46.85,46.21,0,0,1,0.489
101.01,42.1,47.88,58.91,0,1,0,0.44
28.76,93.87,80.62,65.12,0,0,0,0.306
83.38,22.76,91.78,60.63,0,0,0,0.289
111.46,75.47,10.06,35.99,0,1,0,0.873
40.87,36.95,32.78,3.92,0,0,0,0.213
86.53,20.1,31.25,66.43,0,0,1,0.575
27.87,106.92,99.61,79.05,0,2,1,0.702
80.38,87.15,56.8,6.78,0,0,0,0.177
36.39,29.89,88.22,6.5,0,0,0,0.155
93.6,86.41,43.75,7.19,0,0,0,0.196
50.12,81.16,72.83,31.04,0,0,0,0.225
66.34,67.34,30.09,1.0,0,1,0,0.378
79.94,61.93,91.36,18.02,1,0,0,0.083
37.13,108.71,46.6,71.58,0,0,1,0.552
94.16,44.51,80.77,49.65,0,0,0,0.267
50.26,59.83,27.07,9.57,0,1,0,0.423
86.24,52.91,69.97,33.33,0,1,0,0.332
35.83,97.12,41.71,61.29,1,0,1,0.435
88.81,111.65,5.08,22.83,0,0,0,0.733
32.82,104.98,42.47,72.16,0,1,0,0.491
62.54,99.77,55.9,37.23,0,0,0,0.255
44.72,118.68,16.87,73.96,0,1,0,0.727
94.84,89.71,20.02,5.12,0,2,1,0.912
46.2,95.11,47.56,48.9,0,1,0,0.416
108.17,118.28,35.59,10.11,0,0,0,0.221
109.18,20.7,45.19,88.48,0,0,1,0.597
39.64,83.4,47.16,43.76,1,0,0,0.182
81.38,93.9,15.73,12.51,0,0,0,0.341
28.77,111.78,19.76,83.01,1,1,0,0.595
59.15,108.38,85.12,49.23,0,1,1,0.554
91.33,104.2,17.95,12.86,1,1,1,0.652
85.94,114.58,67.26,28.64,0,0,1,0.423
82.47,73.74,43.02,8.73,0,1,0,0.331
48.25,20.69,96.89,27.56,0,0,1,0.405
57.8,21.11,8.48,36.7,0,0,0,0.561
30.29,74.46,83.38,44.17,0,0,1,0.452
91.9,63.53,50.16,28.38,0,0,0,0.239
70.39,65.12,2.52,5.26,0,0,0,1.0
90.88,60.04,27.84,30.84,1,0,1,0.398
44.89,111.77,41.95,66.88,1,1,0,0.38
52.44,55.92,32.79,3.47,0,0,0,0.212
53.42,105.62,37.52,52.2,0,0,0,0.321
22.57,110.29,91.83,87.71,0,1,1,0.645
54.1,69.95,37.37,15.85,0,0,1,0.431
100.33,64.69,43.05,35.64,0,0,1,0.469
109.73,96.1,76.59,13.63,0,1,0,0.274
71.82,90.8,79.8,18.98,0,1,1,0.484
65.55,52.85,10.24,12.7,1,0,0,0.343
23.08,30.25,71.0,7.17,0,0,0,0.167
107.92,46.49,49.29,61.44,1,0,0,0.223
21.3,33.1,15.12,11.8,0,0,1,0.547
114.48,49.47,27.94,65.0,0,1,0,0.554
68.92,46.18,6.41,22.74,0,0,1,0.829
54.19,83.77,37.3,29.58,0,0,1,0.465
112.42,115.45,27.03,3.03,0,0,0,0.232
22.44,88.57,39.45,66.14,0,0,1,0.552
78.14,112.66,58.87,34.52,0,0,0,0.245
74.89,98.41,73.77,23.52,0,0,0,0.206
41.93,92.79,61.32,50.86,0,0,0,0.283
62.89,61.41,68.48,1.48,0,2,0,0.355
85.23,52.48,86.83,32.75,0,0,0,0.222
92.71,104.63,87.63,11.91,1,0,0,0.069
20.07,110.54,86.35,90.47,1,0,0,0.266
113.69,65.19,17.01,48.5,0,2,0,0.904
36.45,20.91,26.6,15.55,0,1,0,0.442
43.36,99.25,51.23,55.9,0,0,0,0.307
46.35,48.51,37.16,2.16,0,2,0,0.481
23.78,20.99,14.9,2.79,0,2,1,1.0
32.31,100.5,30.2,68.19,1,0,0,0.283
118.63,71.74,97.59,46.89,0,0,0,0.253
51.52,88.52,36.0,37.0,1,2,0,0.476
31.53,111.47,43.05,79.94,0,0,0,0.379
30.7,74.12,2.63,43.42,0,0,1,1.0
91.95,70.32,72.5,21.63,0,0,0,0.202
105.46,49.07,42.53,56.39,0,0,0,0.321
45.7,50.52,12.11,4.82,0,1,1,0.896
22.09,99.65,96.92,77.56,0,0,0,0.33
42.31,64.9,78.19,22.59,0,0,0,0.201
25.65,36.35,73.16,10.7,0,0,0,0.174
30.34,29.45,95.87,0.89,0,0,0,0.138
63.15,67.29,41.93,4.14,0,0,1,0.392
42.99,66.5,72.42,23.5,1,1,0,0.204
71.59,85.35,22.21,13.75,1,0,0,0.185
45.35,67.11,70.32,21.76,1,1,0,0.203
114.05,34.35,3.38,79.71,0,0,1,1.0
110.59,70.78,14.38,39.81,0,0,1,0.627
76.68,110.68,43.68,34.0,0,0,1,0.463
55.44,35.94,3.19,19.5,0,0,0,0.985
58.11,88.98,47.27,30.86,1,1,1,0.472
61.19,79.39,53.23,18.2,1,0,0,0.11
92.76,94.86,62.92,2.1,1,0,0,0.06
65.16,35.06,11.84,30.1,0,1,0,0.771
105.67,114.16,19.74,8.49,0,1,0,0.509
114.41,82.1,62.1,32.31,1,2,0,0.347
53.59,104.71,66.5,51.11,1,0,0,0.18
76.07,44.66,4.54,31.41,0,1,1,1.0
29.51,93.94,54.96,64.44,0,1,0,0.436
40.05,98.1,78.93,58.06,0,0,0,0.289
61.35,59.74,8.77,1.6,0,0,0,0.462
40.62,58.4,42.49,17.78,0,1,1,0.555
107.66,85.78,34.0,21.88,0,0,1,0.455
35.83,29.34,91.54,6.49,0,1,1,0.442
65.57,93.56,20.21,28.0,0,0,0,0.335
80.57,24.29,33.2,56.28,1,1,0,0.395
89.19,39.06,90.05,50.13,0,0,0,0.264
58.31,86.41,34.4,28.11,0,0,0,0.269
106.91,29.83,54.07,77.08,0,0,0,0.356
76.83,117.18,5.24,40.35,0,1,1,1.0
63.95,106.84,98.52,42.89,0,0,0,0.242
26.72,82.63,82.84,55.91,0,0,1,0.482
66.47,101.91,64.17,35.44,0,0,0,0.242
102.07,108.76,7.95,6.68,0,0,0,0.508
81.45,45.95,9.34,35.51,0,0,0,0.527
103.22,104.94,55.41,1.72,0,1,0,0.278
69.4,39.48,29.94,29.92,1,0,1,0.388
31.85,61.33,63.03,29.49,0,0,1,0.428
21.36,75.83,60.62,54.46,0,1,0,0.4
50.32,91.39,84.19,41.07,1,2,1,0.526
89.8,23.01,29.57,66.78,0,1,1,0.746
99.03,49.05,58.63,49.98,0,0,1,0.484
49.58,80.85,78.18,31.28,0,0,0,0.222
69.57,55.74,50.1,13.83,0,2,0,0.44
62.11,97.5,83.4,35.39,0,1,0,0.321
61.05,85.17,14.87,24.11,0,0,0,0.381
43.13,43.44,73.92,0.31,0,1,0,0.244
33.64,34.59,94.41,0.96,0,1,1,0.426
39.67,82.9,34.52,43.24,0,2,0,0.604
25.53,65.05,37.9,39.51,1,1,0,0.329
39.81,36.9,10.19,2.92,0,0,1,0.62
20.92,52.64,64.87,31.72,0,2,0,0.439
82.73,50.3,56.14,32.42,0,0,1,0.442
51.64,30.81,5.95,20.82,0,1,0,1.0
117.31,74.69,75.72,42.62,0,0,1,0.452
39.37,96.36,83.27,56.99,0,1,0,0.376
54.58,77.55,90.9,22.96,0,0,1,0.395
55.78,102.63,55.48,46.85,1,2,0,0.403
20.85,32.76,46.35,11.91,0,0,0,0.204
103.92,63.56,87.86,40.36,0,1,0,0.33
23.2,80.94,41.07,57.74,0,0,1,0.528
114.02,87.6,66.23,26.42,0,1,0,0.32
109.21,89.58,62.31,19.63,0,0,1,0.404
73.55,92.9,38.47,19.34,0,2,1,0.714
74.36,85.14,10.52,10.78,0,1,0,0.785
85.38,29.42,4.1,55.95,0,1,1,1.0
58.71,89.53,43.97,30.83,0,0,0,0.255
84.72,92.48,49.16,7.76,0,0,1,0.389
24.48,119.35,82.62,94.87,0,1,1,0.671
25.4,89.34,42.61,63.93,0,0,0,0.34
65.72,88.68,29.55,22.96,0,1,1,0.637
74.96,71.48,47.29,3.48,0,0,0,0.181
108.78,106.79,25.32,1.99,0,0,1,0.438
30.47,119.68,10.95,89.22,1,2,1,1.0
102.26,97.9,13.08,4.36,0,1,1,0.858
41.0,81.25,33.28,40.25,0,0,0,0.303
59.41,27.9,3.24,31.51,0,0,0,1.0
51.66,92.67,23.58,41.01,0,2,0,0.73
60.02,90.86,79.18,30.84,0,0,0,0.221
35.05,97.56,24.99,62.51,0,0,0,0.391
70.36,32.46,12.85,37.9,0,1,1,0.95
100.16,85.37,95.01,14.79,1,0,1,0.273
64.15,49.57,63.0,14.58,1,0,0,0.091
69.06,96.03,7.88,26.97,1,0,0,0.461
104.88,44.04,8.1,60.84,0,1,0,1.0
90.61,88.4,61.99,2.21,1,2,0,0.272
69.05,49.5,54.93,19.55,0,0,0,0.211
45.77,20.9,8.7,24.87,0,0,0,0.523
108.49,83.34,23.98,25.16,0,1,0,0.493
77.7,31.33,93.05,46.38,1,0,0,0.153
42.11,85.93,58.06,43.81,0,2,0,0.487
46.91,112.56,45.15,65.65,0,0,0,0.34
100.31,116.92,26.52,16.61,0,0,1,0.469
24.41,43.59,15.1,19.18,0,1,1,0.833
119.21,100.93,41.46,18.28,0,0,0,0.228
33.04,55.36,92.39,22.32,0,0,0,0.193
99.61,110.05,6.77,10.44,0,0,0,0.576
59.48,98.75,99.12,39.27,0,0,0,0.233
69.22,27.39,22.37,41.83,0,1,1,0.754
108.07,60.71,42.06,47.35,0,1,1,0.631
61.29,53.73,6.42,7.56,0,0,0,0.591
73.75,98.52,59.31,24.77,0,0,1,0.42
24.93,61.03,49.39,36.1,1,0,0,0.16
20.23,88.46,67.34,68.22,1,1,1,0.523
44.48,80.24,55.18,35.76,1,1,0,0.264
88.06,117.56,41.02,29.51,0,1,0,0.39
32.13,113.78,74.3,81.65,0,0,0,0.351
31.38,62.77,4.45,31.39,0,1,0,1.0
61.1,92.36,55.02,31.26,0,1,1,0.553
84.78,102.95,13.16,18.16,0,2,1,1.0
91.21,109.89,44.73,18.68,0,0,1,0.423
37.85,26.81,79.53,11.03,1,0,0,0.071
27.96,50.21,15.96,22.25,1,0,0,0.262
114.04,52.02,93.71,62.02,0,0,0,0.292
46.07,63.44,89.07,17.38,0,0,1,0.382
105.33,36.93,42.66,68.41,0,1,0,0.481
106.35,69.62,2.59,36.73,0,2,1,1.0
97.25,86.32,79.39,10.93,1,0,0,0.071
36.88,69.74,88.33,32.85,0,1,0,0.31
102.18,86.58,19.12,15.6,0,0,1,0.513
96.93,26.64,91.79,70.28,0,1,1,0.601
79.67,107.6,91.58,27.93,0,0,0,0.208
53.72,113.91,48.19,60.19,0,2,0,0.564
46.25,81.79,80.21,35.54,0,0,0,0.232
32.19,108.14,45.6,75.95,0,0,1,0.565
70.98,33.14,57.28,37.83,0,0,0,0.255
78.53,99.74,33.34,21.22,0,0,0,0.255
55.93,31.91,17.63,24.02,0,0,0,0.348
67.54,60.8,75.16,6.73,1,1,0,0.159
56.35,52.38,2.14,3.97,0,1,0,1.0
84.1,78.56,58.8,5.54,0,2,0,0.389
110.13,50.15,86.74,59.97,0,0,0,0.29
36.39,83.73,23.69,47.34,0,1,0,0.552
58.14,56.74,34.62,1.4,0,1,0,0.35
34.09,106.08,59.57,71.99,0,1,0,0.446
82.49,83.39,26.19,0.89,1,0,0,0.131
92.89,41.53,85.05,51.36,1,0,0,0.169
113.19,53.61,37.93,59.58,0,0,1,0.539
47.89,104.74,59.0,56.85,0,0,0,0.3
115.02,58.65,24.16,56.37,0,1,0,0.569
26.33,73.58,6.06,47.25,0,1,1,1.0
80.3,84.89,19.02,4.59,0,1,0,0.511
25.71,54.78,6.53,29.07,0,0,1,0.838
109.38,49.4,47.92,59.98,0,0,0,0.321
72.98,67.53,59.49,5.46,0,0,0,0.171
86.93,41.49,6.38,45.45,1,1,0,1.0
103.16,48.42,10.87,54.74,0,0,1,0.732
35.03,26.21,49.58,8.82,1,0,1,0.291
23.86,50.4,80.32,26.54,0,0,0,0.209
107.89,52.07,63.54,55.82,0,0,0,0.294
51.49,116.18,12.26,64.69,0,0,0,0.526
32.9,78.97,88.98,46.07,0,2,0,0.432
66.85,98.74,91.91,31.89,1,0,0,0.117
79.83,24.54,33.85,55.29,0,1,0,0.489
23.1,30.65,62.37,7.56,0,2,1,0.585
47.49,101.45,50.25,53.96,0,0,1,0.503
23.28,82.35,94.32,59.07,0,2,0,0.458
62.03,39.1,51.86,22.94,0,0,1,0.424
109.51,60.48,96.08,49.03,0,2,1,0.631
118.27,73.87,21.54,44.4,0,1,1,0.772
83.7,104.36,35.86,20.66,0,1,0,0.392
36.16,26.04,78.57,10.12,0,0,0,0.169
110.58,79.67,78.79,30.91,0,1,0,0.315
71.62,91.7,73.75,20.08,0,2,0,0.391
35.37,117.79,86.24,82.41,0,1,0,0.436
112.17,100.72,70.85,11.46,0,0,0,0.177
95.75,47.62,64.34,48.12,1,0,0,0.174
93.17,90.96,46.97,2.21,0,0,1,0.378
90.92,96.33,47.77,5.41,0,1,0,0.307
40.03,92.97,41.8,52.94,0,0,0,0.314
41.1,102.01,62.78,60.91,0,2,1,0.717
88.83,110.37,41.85,21.54,0,0,0,0.236
41.97,29.84,16.45,12.13,0,0,1,0.531
63.87,30.48,12.44,33.39,0,0,0,0.444
98.2,99.64,92.6,1.44,0,1,0,0.228
98.4,45.24,4.42,53.16,0,0,1,1.0
65.33,25.85,12.34,39.47,0,0,0,0.461
99.22,60.12,45.64,39.1,0,0,0,0.273
103.86,101.99,27.77,1.87,0,1,0,0.398
85.48,32.66,41.77,52.82,1,1,0,0.346
42.84,87.18,13.51,44.34,0,0,1,0.652
47.4,20.36,14.83,27.04,0,0,1,0.589
51.48,30.97,80.46,20.51,1,0,0,0.094
31.68,55.09,76.39,23.4,0,0,0,0.204
47.32,28.36,12.22,18.96,1,1,0,0.627
40.95,104.59,67.44,63.64,0,1,1,0.611
65.53,106.41,61.71,40.87,0,0,0,0.258
110.84,95.56,71.91,15.29,0,0,0,0.186
30.45,44.25,48.5,13.8,0,0,1,0.405
92.03,72.32,28.46,19.7,1,1,0,0.337
88.73,38.42,67.04,50.31,0,0,0,0.277
29.58,48.13,38.39,18.55,0,0,0,0.235
112.26,71.6,23.46,40.66,0,0,1,0.545
76.85,93.5,42.05,16.65,1,0,0,0.123
56.37,29.47,76.8,26.91,0,1,0,0.307
95.65,49.67,48.63,45.98,0,0,0,0.285
45.74,112.66,31.39,66.93,0,1,0,0.533
89.35,62.91,83.52,26.44,0,2,0,0.39
23.97,113.89,88.4,89.92,0,0,0,0.364
103.94,119.14,44.46,15.2,1,0,0,0.115
64.82,72.67,38.72,7.85,0,0,0,0.208
83.67,48.8,62.04,34.86,0,1,1,0.548
42.12,99.08,7.68,56.95,0,2,1,1.0
87.71,35.93,69.75,51.78,0,1,1,0.578
97.22,45.2,78.66,52.02,0,1,1,0.568
67.32,98.49,40.95,31.17,0,2,1,0.728
81.77,63.36,19.11,18.41,0,1,0,0.544
65.63,40.15,4.82,25.48,0,1,1,1.0
109.41,85.11,64.45,24.3,0,0,0,0.214
69.79,93.28,28.36,23.49,1,0,0,0.178
104.18,32.51,47.46,71.67,0,1,1,0.674
100.14,47.7,39.86,52.44,0,0,0,0.317
61.05,42.13,19.14,18.92,1,1,0,0.445
43.01,57.99,51.82,14.98,0,0,1,0.404
60.61,96.34,47.04,35.74,0,0,0,0.262
102.62,91.37,63.17,11.25,0,1,0,0.287
42.76,86.25,26.68,43.49,0,0,0,0.335
72.44,20.63,23.03,51.82,0,1,0,0.571
100.61,34.21,81.81,66.4,0,0,1,0.508
55.35,42.33,70.81,13.02,0,1,1,0.48
84.22,47.2,77.68,37.03,0,0,0,0.237
44.56,34.64,14.08,9.92,1,0,0,0.257
30.93,61.03,23.96,30.1,0,1,1,0.706
99.44,27.52,58.4,71.92,0,0,1,0.539
29.9,95.0,86.01,65.11,0,0,0,0.303
47.14,98.77,89.43,51.63,1,0,0,0.168
105.51,77.43,83.53,28.08,0,0,0,0.212
54.65,28.97,6.25,25.68,0,2,0,1.0
117.3,109.01,82.45,8.3,1,0,0,0.063
117.97,116.56,90.11,1.41,0,0,0,0.142
46.83,40.24,7.56,6.59,1,1,0,0.884
24.1,90.46,42.8,66.37,0,0,0,0.346
90.51,104.19,54.59,13.69,1,0,0,0.097
65.1,73.98,24.81,8.89,0,0,1,0.458
30.08,52.33,52.64,22.26,0,0,0,0.221
90.75,67.86,88.82,22.9,0,1,0,0.285
23.12,71.23,86.96,48.11,0,1,0,0.35
107.02,60.06,94.1,46.96,1,1,1,0.441
33.87,112.98,49.44,79.12,0,1,1,0.687
32.73,94.39,42.24,61.66,0,1,0,0.466
37.57,44.13,67.25,6.56,0,1,0,0.269
116.03,78.56,42.84,37.47,0,2,0,0.533
89.32,88.87,6.11,0.45,0,0,0,0.593
100.14,34.02,72.55,66.12,0,0,1,0.513
59.76,55.84,29.54,3.92,0,0,0,0.224
53.63,110.55,6.81,56.92,0,0,1,0.89
43.45,76.72,4.02,33.27,0,0,0,0.88
68.06,41.7,93.27,26.37,1,1,0,0.19
75.18,32.28,26.7,42.9,0,0,1,0.534
83.18,71.82,45.89,11.35,1,0,0,0.103
45.71,74.77,95.16,29.06,1,0,0,0.109
114.87,53.44,47.82,61.42,0,0,1,0.525
36.98,83.04,9.7,46.07,0,0,1,0.742
116.57,26.87,56.09,89.7,0,0,0,0.386
21.49,34.51,10.64,13.03,0,0,0,0.433
68.11,74.63,11.32,6.51,0,0,0,0.4
53.34,26.18,85.44,27.16,0,1,0,0.299
64.91,108.09,30.36,43.18,0,1,1,0.681
77.07,34.21,68.51,42.85,0,0,1,0.457
63.56,87.39,51.87,23.83,0,1,1,0.542
61.48,59.12,23.79,2.36,0,2,1,0.83
93.27,59.98,52.75,33.29,0,0,0,0.248
88.59,96.49,8.76,7.9,1,0,0,0.378
103.33,69.95,36.03,33.38,0,2,0,0.567
45.0,92.57,53.24,47.57,0,0,0,0.283
80.95,70.52,24.38,10.43,1,0,0,0.164
78.52,79.29,66.7,0.77,0,0,0,0.154
56.97,96.07,7.08,39.1,0,0,0,0.631
68.61,80.73,49.51,12.13,1,0,0,0.1
51.38,81.56,72.07,30.18,0,0,0,0.223
34.18,98.92,44.13,64.74,0,0,0,0.339
41.38,114.91,87.71,73.53,0,1,0,0.413
30.55,57.67,63.95,27.12,1,1,0,0.226
88.31,77.71,95.93,10.6,0,2,0,0.335
86.07,28.63,29.84,57.45,0,0,0,0.357
115.06,55.88,94.0,59.18,1,0,0,0.185
92.97,61.2,61.47,31.76,0,0,0,0.235
25.2,103.52,75.03,78.32,1,0,0,0.242
108.42,71.34,90.41,37.09,0,0,0,0.231
106.27,93.11,56.02,13.16,0,0,0,0.194
64.33,21.9,86.49,42.43,0,0,0,0.246
78.59,66.45,55.09,12.14,0,0,0,0.193
117.61,110.13,60.72,7.48,0,2,0,0.389
73.23,42.43,45.62,30.8,0,0,0,0.252
110.53,23.15,16.27,87.38,0,1,0,0.774
28.3,63.34,56.24,35.04,0,1,1,0.56
39.11,90.44,97.79,51.34,1,0,0,0.164
64.08,65.45,79.14,1.37,0,2,0,0.334
78.48,66.0,75.25,12.48,0,1,0,0.273
101.62,86.98,65.04,14.64,0,0,0,0.19
118.83,45.44,36.1,73.39,0,2,0,0.667
58.89,95.19,18.62,36.3,1,1,0,0.497
24.74,35.31,24.01,10.57,1,0,0,0.166
100.12,59.58,2.62,40.54,1,1,0,1.0
80.44,85.6,68.0,5.16,1,0,0,0.064
39.85,102.84,81.56,62.98,1,1,0,0.292
69.48,99.15,28.35,29.67,0,1,0,0.463
94.23,92.17,11.0,2.06,0,0,1,0.597
97.04,55.91,34.9,41.13,0,1,0,0.448
69.96,32.23,30.62,37.73,0,1,0,0.466
50.52,41.68,46.19,8.84,0,1,1,0.52
117.37,106.48,27.88,10.89,0,1,0,0.42
86.34,105.73,35.29,19.4,0,1,0,0.391
60.82,115.16,90.94,54.33,0,2,0,0.45
48.05,27.6,34.81,20.45,0,1,0,0.397
93.11,73.68,78.98,19.43,0,2,0,0.38
44.22,84.87,63.33,40.65,1,0,1,0.356
37.17,91.07,35.08,53.89,0,0,0,0.332
72.98,84.39,82.14,11.4,0,0,0,0.171
49.0,97.0,60.32,48.0,0,0,1,0.477
82.89,55.95,2.84,26.94,1,2,0,1.0
31.79,37.94,8.74,6.15,1,0,0,0.375
85.49,40.46,75.76,45.04,1,0,0,0.158
48.33,21.2,45.76,27.13,0,0,0,0.243
20.02,55.03,41.74,35.01,0,1,0,0.401
32.69,29.17,16.29,3.52,1,0,0,0.211
113.36,52.15,17.42,61.21,0,0,0,0.443
106.74,82.82,80.18,23.91,0,0,1,0.403
